time_step,pr_auc,n,pos
35,0.9023029015068977,1341,182
36,0.6511431711870472,1708,33
37,0.6793443271855605,498,40
38,0.7883748269446413,756,111
39,0.6286268415569062,1183,81
40,0.6455365626567058,1211,112
41,0.7833698236823662,1132,116
42,0.8307468029180292,2154,239
43,0.03502709457307543,1370,24
44,0.016425928431507995,1591,24
45,0.007649929770614334,1221,5
46,0.004772182254196643,712,2
47,0.04260948489283174,846,22
48,0.1472904106515356,471,36
49,0.15826202270955864,476,56
