time_step,pr_auc,n,pos
35,0.8955216526378043,1341,182
36,0.6579292506686276,1708,33
37,0.6550774166079012,498,40
38,0.8512394122233824,756,111
39,0.8203852659149764,1183,81
40,0.6646789399008742,1211,112
41,0.8385711137027742,1132,116
42,0.8195715922765018,2154,239
43,0.022616500951256946,1370,24
44,0.017279124463130728,1591,24
45,0.00972343818576568,1221,5
46,0.0064363980886472235,712,2
47,0.041196094735784415,846,22
48,0.13974686771050027,471,36
49,0.17425213092843778,476,56
