time_step,pr_auc,n,pos
35,0.9269331753299475,1341,182
36,0.5788160090132606,1708,33
37,0.6740965327506395,498,40
38,0.8008642409977436,756,111
39,0.6418849787476099,1183,81
40,0.6257987773836382,1211,112
41,0.7668304998808693,1132,116
42,0.8292599636807442,2154,239
43,0.038013949656570456,1370,24
44,0.020832642940401644,1591,24
45,0.008385503150067228,1221,5
46,0.004861439143441977,712,2
47,0.041825781087228404,846,22
48,0.15218930690895874,471,36
49,0.16195061911030692,476,56
