time_step,pr_auc
35,0.9234520111338819
36,0.5198731102171841
37,0.6534792873971093
38,0.7114262300952339
39,0.6259483948003374
40,0.6950961631291804
41,0.6253683673026066
42,0.8357139884511806
43,0.04877677255987598
44,0.02980537758026743
45,0.012280159223740204
46,0.19444444444444442
47,0.07512113168668673
48,0.34528607241874565
49,0.1334188925680101
