time_step,pr_auc,n,pos
35,0.9921475073564096,1341,182
36,0.9919177550756497,1708,33
37,0.863688569273374,498,40
38,0.9588147959139095,756,111
39,0.954903311798521,1183,81
40,0.7451093604202478,1211,112
41,0.9529372208648759,1132,116
42,0.8887574682255744,2154,239
43,0.03751992317731431,1370,24
44,0.09587957397028277,1591,24
45,0.014067496983186524,1221,5
46,0.2602040816326531,712,2
47,0.03643785633088753,846,22
48,0.12989678852933878,471,36
49,0.2188326549008842,476,56
