time_step,pr_auc,n,pos
35,0.9916640091305635,1341,182
36,0.996556473829201,1708,33
37,0.8778783751609813,498,40
38,0.9581153852695331,756,111
39,0.9548103108544237,1183,81
40,0.7727826869712456,1211,112
41,0.9683360171137526,1132,116
42,0.8906923559414329,2154,239
43,0.03793885308413797,1370,24
44,0.03701989206335049,1591,24
45,0.013459515482636401,1221,5
46,0.1364942528735632,712,2
47,0.04756946181119417,846,22
48,0.17915600153756922,471,36
49,0.2617802983021592,476,56
