time_step,pr_auc,n,pos
35,0.8053480008182767,1341,182
36,0.17727419315782134,1708,33
37,0.47947220033929017,498,40
38,0.47310649600225735,756,111
39,0.33605404051669424,1183,81
40,0.3288458927441433,1211,112
41,0.2407682959998106,1132,116
42,0.6561763532935723,2154,239
43,0.029630105119475714,1370,24
44,0.0294944611533305,1591,24
45,0.013707318016159755,1221,5
46,0.5357142857142857,712,2
47,0.06637237088272435,846,22
48,0.4012016375859262,471,36
49,0.2896416767685771,476,56
