time_step,pr_auc,n,pos
35,0.9937966214681976,1341,182
36,0.9960127591706538,1708,33
37,0.8974730755435987,498,40
38,0.95793314222809,756,111
39,0.9596890630921452,1183,81
40,0.7728464979047088,1211,112
41,0.9667193314254497,1132,116
42,0.8982567115730273,2154,239
43,0.05419269238757091,1370,24
44,0.04230917067692688,1591,24
45,0.011128803491858956,1221,5
46,0.25943396226415094,712,2
47,0.05272410190057466,846,22
48,0.19202769677299023,471,36
49,0.17974815003350503,476,56
